.	0	2	11	22	27	32	37	
.	84	31123	160849	2527192	3707564	4969436	8490463	14205718	30361577	
.	85	2	7	11	22	27	32	37	42	
.	85	35378	169470	2624813	3853736	5149037	8726381	14473793	30361577	
.	86	2	7	11	22	27	32	37	42	
.	86	31283	163431	2652472	3906780	5246572	8935003	14728657	30361577	
.	87	2	7	11	22	27	32	37	42	
.	87	32244	170227	2935569	4314743	5660168	9330007	15141849	30361577	
.	88	2	7	11	22	27	32	37	42	
.	88	34558	171195	2861298	4350480	5770497	9482935	15396340	30361577	
.	89	2	7	11	22	27	32	37	42	
.	89	29862	167969	2953531	4524718	5924724	9633079	15677713	30361577	
.	90	2	7	11	22	27	32	37	42	
.	90	33627	171201	3145590	4835061	6232142	9816314	15860683	30361577	
.	91	2	7	11	22	27	32	37	42	
.	91	37221	172374	3094683	4835481	6375218	10043819	16102776	30361577	
.	92	2	7	11	22	27	32	37	42	
.	92	42947	185454	3282358	5034330	6552033	10283549	16397486	30361577	
.	93	2	7	11	22	27	32	37	42	
.	93	44858	185718	3316767	5138441	6760278	10461559	16621744	30361577	
.	94	2	7	11	22	27	32	37	42	
.	94	43695	192999	3588881	5475283	7128139	10781860	16892309	30361577	
.	95	2	7	11	22	27	32	37	42	
.	95	45335	186517	3384847	5339641	7165243	10855835	17007689	30361577	
.	96	2	7	11	22	27	32	37	42	
.	96	38878	181846	3336902	5261918	7071087	10889109	17146754	30361577	
.	97	2	7	11	22	27	32	37	42	
.	97	36381	178775	3399885	5314219	7109829	10965639	17274448	30361577	
.	98	2	7	11	22	27	32	37	42	
.	98	32434	173068	3382237	5292330	7135007	11223016	17594327	30361577	
.	99	2	7	11	22	27	32	37	42	
.	99	37116	178855	3484610	5414019	7276063	11573493	17956977	30361577	
.	100	2	7	11	22	27	32	37	42	
.	100	35658	184462	3644795	5614895	7566402	12248480	18678668	30361577	
.	101	2	7	11	22	27	32	37	42	
.	101	733077	889843	4631497	6647922	8547202	13196601	19401611	30361577	
.	102	2	7	11	22	27	32	37	42	
.	102	35548	186508	3775036	6025677	8092434	13107913	19521964	30361577	
.	103	2	7	11	22	27	32	37	42	
.	103	34401	188540	3825341	5931278	8251208	13326914	19806333	30361577	
.	104	2	7	11	22	27	32	37	42	
.	104	32541	188108	3967721	6029172	8512438	13428170	19985224	30361577	
.	105	2	7	11	22	27	32	37	42	
.	105	34592	196931	4026972	6119784	8771447	13578619	20097276	30361577	
.	106	2	7	11	22	27	32	37	42	
.	106	35086	206230	4086636	6186111	8868428	13686381	20223651	30361577	
.	107	2	7	11	22	27	32	37	42	
.	107	34039	217629	4244083	6388772	9129651	13971826	20513516	30361577	
.	108	2	7	11	22	27	32	37	42	
.	108	31430	222305	4364884	6546557	9345491	14268707	20759755	30361577	
.	109	2	7	11	22	27	32	37	42	
.	109	726325	928027	5433504	7614358	10553099	14974302	21205870	30361577	
.	110	2	7	11	22	27	32	37	42	
.	110	28689	218165	4672078	7049649	10159100	14824898	21115198	30361577	
