A	48	12	22	27	32	37	41	
A	48	1970646	2854994	4094346	5618753	9435023	34947523	
A	49	12	22	27	32	37	41	
A	49	1940068	2838181	4101156	5675135	9523470	35468365	
A	50	12	22	27	32	37	41	
A	50	1972166	2871807	4126272	5732297	9552544	35313138	
A	51	12	22	27	32	37	41	
A	51	1980124	2873949	4123981	5737198	9505505	34953129	
A	52	12	22	27	32	37	41	
A	52	1984262	2893123	4155625	5827465	9606278	35315822	
A	53	12	22	27	32	37	41	
A	53	2058898	2994442	4280878	6005481	9792521	35307033	
A	54	12	22	27	32	37	41	
A	54	2067902	2997657	4278951	6013118	9729252	34927851	
A	55	12	22	27	32	37	41	
A	55	2037514	2980665	4279154	6049359	9842953	35350605	
A	56	12	22	27	32	37	41	
A	56	2174293	3135254	4434747	6197039	9956891	35232374	
A	57	12	22	27	32	37	41	
A	57	2070907	3039439	4352392	6113074	9845669	34969588	
A	58	12	22	27	32	37	41	
A	58	2127979	3103305	4403724	6197188	9999182	35353850	
A	59	12	22	27	32	37	41	
A	59	2132457	3144727	4455170	6266013	10087419	35353536	
A	60	12	22	27	32	37	41	
A	60	2154595	3164787	4439038	6218156	9992762	35002904	
A	61	12	22	27	32	37	41	
A	61	2219635	3289322	4565391	6383094	10221116	35445498	
A	62	12	22	27	32	37	41	
A	62	2190593	3328360	4555937	6386412	10249564	35289941	
A	63	12	22	27	32	37	41	
A	63	2246156	3419995	4611317	6449046	10324207	35011562	
A	64	12	22	27	32	37	41	
